Host_Prot	Path_Prot	Similarity_Score
UNIPROT_AC:P51814	UNIPROT_AC:P03470	0.04
UNIPROT_AC:P0CG48	UNIPROT_AC:P38934	0.1225
UNIPROT_AC:P63244	UNIPROT_AC:Q7CHZ0	0.065
UNIPROT_AC:U3Q5F2	UNIPROT_AC:P38891	0.03
UNIPROT_AC:P08493	UNIPROT_AC:B4URE7	0.03
UNIPROT_AC:P49768	UNIPROT_AC:P36801	0.04
UNIPROT_AC:Q96EY1	UNIPROT_AC:B4URF7	0.1225
UNIPROT_AC:P11310	UNIPROT_AC:O41949	0.02
UNIPROT_AC:Q13283	UNIPROT_AC:P03317	0.155
UNIPROT_AC:Q9Y512	UNIPROT_AC:B4URF0	0.04
UNIPROT_AC:P31321	UNIPROT_AC:Q56993	0.065
UNIPROT_AC:P68135	UNIPROT_AC:P42943	0.09
UNIPROT_AC:P08865	UNIPROT_AC:Q0A2H1	0.095
UNIPROT_AC:Q8WWM7	UNIPROT_AC:Q7CGX2	0.025
UNIPROT_AC:O95197	UNIPROT_AC:B4URE7	0.18
UNIPROT_AC:Q7RTR2	UNIPROT_AC:P06428	0.0725
UNIPROT_AC:Q6UX15	UNIPROT_AC:P0CK50	0.02
UNIPROT_AC:O88447	UNIPROT_AC:P68619	0.0475
UNIPROT_AC:O94788	UNIPROT_AC:P05780	0.055
UNIPROT_AC:Q93062	UNIPROT_AC:Q1K9E3	0.15
UNIPROT_AC:P33764	UNIPROT_AC:P13285	0.035
UNIPROT_AC:P0DMV9	UNIPROT_AC:Q20MH0	0.02
UNIPROT_AC:Q8TAT5	UNIPROT_AC:P05777	0.04
UNIPROT_AC:O95714	UNIPROT_AC:P04585	0.1025
UNIPROT_AC:Q9H0X9	UNIPROT_AC:Q1HVI8	0.025
UNIPROT_AC:U5IQL3	UNIPROT_AC:Q10256	0.0325
UNIPROT_AC:P02751	UNIPROT_AC:P04578	0.12
UNIPROT_AC:Q9UKP5	UNIPROT_AC:P03470	0.0825
UNIPROT_AC:Q16891	UNIPROT_AC:P0C737	0.0825
UNIPROT_AC:Q4F2F6	UNIPROT_AC:Q8ZAW9	0.11
UNIPROT_AC:Q96HL7	UNIPROT_AC:Q89733	0.04
UNIPROT_AC:Q9Y5X9	UNIPROT_AC:Q81TD3	0.105
UNIPROT_AC:A8MVU1	UNIPROT_AC:B9UPF3	0.03
UNIPROT_AC:O95177	UNIPROT_AC:P03470	0.0
UNIPROT_AC:Q92831	UNIPROT_AC:P04015	0.14
UNIPROT_AC:P26599	UNIPROT_AC:O56264	0.205
UNIPROT_AC:P28480	UNIPROT_AC:Q6UK10	0.02
UNIPROT_AC:P62191	UNIPROT_AC:P03427	0.13
UNIPROT_AC:O00182	UNIPROT_AC:Q81XZ0	0.01
UNIPROT_AC:Q99615	UNIPROT_AC:P12504	0.04
UNIPROT_AC:P00338	UNIPROT_AC:P36801	0.05
UNIPROT_AC:Q96DM3	UNIPROT_AC:Q5NFQ6	0.0725
UNIPROT_AC:Q99623	UNIPROT_AC:P13285	0.065
UNIPROT_AC:F5CIU1	UNIPROT_AC:P36799	0.045
UNIPROT_AC:Q08828	UNIPROT_AC:P0CK50	0.01
UNIPROT_AC:P48378	UNIPROT_AC:P03224	0.01
UNIPROT_AC:A6NDU8	UNIPROT_AC:P05780	0.0
UNIPROT_AC:Q8R491	UNIPROT_AC:Q6UK10	0.08
UNIPROT_AC:A0A140VK38	UNIPROT_AC:P15682	0.0
UNIPROT_AC:Q8NCA5	UNIPROT_AC:Q194T2	0.025
UNIPROT_AC:O15269	UNIPROT_AC:Q1HVJ2	0.06
UNIPROT_AC:Q6ZMY6	UNIPROT_AC:Q81V26	0.0
UNIPROT_AC:Q02878	UNIPROT_AC:Q87644	0.07
UNIPROT_AC:P43003	UNIPROT_AC:B4URE8	0.105
UNIPROT_AC:Q9P2E9	UNIPROT_AC:P0C739	0.0575
UNIPROT_AC:Q5KSL6	UNIPROT_AC:P36780	0.07
UNIPROT_AC:O75928	UNIPROT_AC:P03116	0.075
UNIPROT_AC:P19838	UNIPROT_AC:Q5NH38	0.01
UNIPROT_AC:F4MH29	UNIPROT_AC:P43555	0.015
UNIPROT_AC:P78371	UNIPROT_AC:Q89268	0.09
UNIPROT_AC:Q99486	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q6MZM9	UNIPROT_AC:Q0HD54	0.01
UNIPROT_AC:Q16637	UNIPROT_AC:P38340	0.095
UNIPROT_AC:Q9H190	UNIPROT_AC:P37263	0.06
UNIPROT_AC:O43155	UNIPROT_AC:Q194T2	0.1325
UNIPROT_AC:Q8IZ69	UNIPROT_AC:P0C742	0.0
UNIPROT_AC:Q9NUL5	UNIPROT_AC:P06927	0.095
UNIPROT_AC:Q16777	UNIPROT_AC:P06104	0.12
UNIPROT_AC:Q5SQQ9	UNIPROT_AC:P06429	0.0975
UNIPROT_AC:Q96KW2	UNIPROT_AC:P0C737	0.0
UNIPROT_AC:H3BSI8	UNIPROT_AC:Q99287	0.06
UNIPROT_AC:Q9C0J1	UNIPROT_AC:P36801	0.03
UNIPROT_AC:Q5W064	UNIPROT_AC:P03230	0.03
UNIPROT_AC:P78560	UNIPROT_AC:P14079	0.12
UNIPROT_AC:Q14CZ7	UNIPROT_AC:Q4TWM1	0.01
UNIPROT_AC:Q8IYW2	UNIPROT_AC:P05777	0.02
UNIPROT_AC:H3BNP6	UNIPROT_AC:Q03330	0.085
UNIPROT_AC:A0A0H4MA94	UNIPROT_AC:Q8CWI1	0.03
UNIPROT_AC:Q5JSH3	UNIPROT_AC:P0C731	0.025
UNIPROT_AC:P13631	UNIPROT_AC:Q6QDQ4	0.01
UNIPROT_AC:Q9Y294	UNIPROT_AC:Q04199	0.1825
UNIPROT_AC:P09874	UNIPROT_AC:P43558	0.105
UNIPROT_AC:P07196	UNIPROT_AC:P06430	0.085
UNIPROT_AC:O14880	UNIPROT_AC:P06428	0.04
UNIPROT_AC:Q86WH2	UNIPROT_AC:Q8ZI61	0.055
UNIPROT_AC:Q9UID6	UNIPROT_AC:Q81W25	0.09
UNIPROT_AC:Q9BRH9	UNIPROT_AC:P04015	0.185
UNIPROT_AC:Q9H0M0	UNIPROT_AC:P14076	0.035
UNIPROT_AC:Q13765	UNIPROT_AC:Q5NFB1	0.05
UNIPROT_AC:O15169	UNIPROT_AC:Q9E7P0	0.07
UNIPROT_AC:P43699	UNIPROT_AC:P0C739	0.0475
UNIPROT_AC:P50452	UNIPROT_AC:P0C739	0.0275
UNIPROT_AC:P33993	UNIPROT_AC:P36124	0.105
UNIPROT_AC:Q15853	UNIPROT_AC:Q81SW4	0.055
UNIPROT_AC:P45984	UNIPROT_AC:Q2PJP0	0.15
UNIPROT_AC:P00517	UNIPROT_AC:P32567	0.11
UNIPROT_AC:Q15629	UNIPROT_AC:P06428	0.035
UNIPROT_AC:P13667	UNIPROT_AC:P06422	0.0675
UNIPROT_AC:Q00325	UNIPROT_AC:Q89268	0.0425
UNIPROT_AC:Q14160	UNIPROT_AC:Q1I2B3	0.165
UNIPROT_AC:Q08117	UNIPROT_AC:Q81T17	0.01
UNIPROT_AC:Q86YD5	UNIPROT_AC:P15659	0.025
UNIPROT_AC:Q9BUZ4	UNIPROT_AC:Q1HVG4	0.0575
UNIPROT_AC:C9JC68	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q7Z3B4	UNIPROT_AC:P25299	0.0875
UNIPROT_AC:P0CG48	UNIPROT_AC:P23641	0.085
UNIPROT_AC:Q8N726	UNIPROT_AC:P04608	0.1775
UNIPROT_AC:Q9BTM1	UNIPROT_AC:P23057	0.0775
UNIPROT_AC:A6NML5	UNIPROT_AC:P15659	0.01
UNIPROT_AC:O14520	UNIPROT_AC:P04015	0.045
UNIPROT_AC:P25286	UNIPROT_AC:P11313	0.055
UNIPROT_AC:P04792	UNIPROT_AC:P24830	0.0925
UNIPROT_AC:Q04609	UNIPROT_AC:Q7M6R1	0.01
UNIPROT_AC:Q9NX00	UNIPROT_AC:Q77YF9	0.015
UNIPROT_AC:P01857	UNIPROT_AC:P38507	0.06
UNIPROT_AC:Q6UQ28	UNIPROT_AC:Q89268	0.04
UNIPROT_AC:P62258	UNIPROT_AC:Q08981	0.1025
UNIPROT_AC:Q9BTA9	UNIPROT_AC:Q8ZGA1	0.06
UNIPROT_AC:C9JLE9	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q14192	UNIPROT_AC:P06465	0.09
UNIPROT_AC:Q9GZM7	UNIPROT_AC:Q81LQ9	0.04
UNIPROT_AC:L0R6E8	UNIPROT_AC:P38148	0.0
UNIPROT_AC:P15880	UNIPROT_AC:P04487	0.0625
UNIPROT_AC:Q9H1D9	UNIPROT_AC:Q3SBS5	0.03
UNIPROT_AC:Q9Y5W5	UNIPROT_AC:P15659	0.06
UNIPROT_AC:Q5VVQ6	UNIPROT_AC:P06927	0.06
UNIPROT_AC:Q9H4X1	UNIPROT_AC:P06464	0.13
UNIPROT_AC:Q9BUE6	UNIPROT_AC:P0C737	0.01
UNIPROT_AC:Q9HC16	UNIPROT_AC:P69721	0.025
UNIPROT_AC:P55061	UNIPROT_AC:Q7CIZ3	0.03
UNIPROT_AC:Q9BQJ4	UNIPROT_AC:P04618	0.025
UNIPROT_AC:F6IQS3	UNIPROT_AC:Q12329	0.0375
UNIPROT_AC:Q96BI1	UNIPROT_AC:P0C6Z1	0.03
UNIPROT_AC:P52292	UNIPROT_AC:Q1HVF7	0.135
UNIPROT_AC:Q6AYU0	UNIPROT_AC:Q6UK10	0.0
UNIPROT_AC:P49458	UNIPROT_AC:P03070	0.0675
UNIPROT_AC:O60749	UNIPROT_AC:Q81VC2	0.03
UNIPROT_AC:P28799	UNIPROT_AC:Q1HVH9	0.03
UNIPROT_AC:Q7L2E3	UNIPROT_AC:P03470	0.07
UNIPROT_AC:Q71U36	UNIPROT_AC:Q9WMB5	0.025
UNIPROT_AC:P57678	UNIPROT_AC:P05780	0.0475
UNIPROT_AC:P62851	UNIPROT_AC:P03470	0.025
UNIPROT_AC:P62801	UNIPROT_AC:P25293	0.09
UNIPROT_AC:P05387	UNIPROT_AC:P05780	0.0525
UNIPROT_AC:Q9DB38	UNIPROT_AC:P27958	0.125
UNIPROT_AC:Q7RTU4	UNIPROT_AC:P0C788	0.02
UNIPROT_AC:O00232	UNIPROT_AC:B4URF7	0.1125
UNIPROT_AC:Q13557-8	UNIPROT_AC:Q02821	0.1
UNIPROT_AC:Q9H336	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:C9JBB3	UNIPROT_AC:Q81SE4	0.03
UNIPROT_AC:Q6P050	UNIPROT_AC:O36551	0.015
UNIPROT_AC:P62937	UNIPROT_AC:P03470	0.06
UNIPROT_AC:Q14444	UNIPROT_AC:P03430	0.04
UNIPROT_AC:Q86UQ4	UNIPROT_AC:P0C739	0.03
UNIPROT_AC:Q9UM11	UNIPROT_AC:P06422	0.0825
UNIPROT_AC:Q00403	UNIPROT_AC:P07269	0.18
UNIPROT_AC:Q6IPT2	UNIPROT_AC:P03431	0.03
UNIPROT_AC:O75448	UNIPROT_AC:P04544	0.055
UNIPROT_AC:P01857	UNIPROT_AC:P17778	0.0275
UNIPROT_AC:C5IZX7	UNIPROT_AC:P69980	0.03
UNIPROT_AC:A0A0A0MT39	UNIPROT_AC:P15682	0.03
UNIPROT_AC:P01583	UNIPROT_AC:Q12433	0.075
UNIPROT_AC:O95297	UNIPROT_AC:P03246	0.0675
UNIPROT_AC:A0A024RCM6	UNIPROT_AC:Q81P43	0.03
UNIPROT_AC:Q6UW88	UNIPROT_AC:P06430	0.1
UNIPROT_AC:Q9BX51	UNIPROT_AC:P29882	0.01
UNIPROT_AC:J3KSC0	UNIPROT_AC:P03508	0.0
UNIPROT_AC:Q15699	UNIPROT_AC:P05777	0.04
UNIPROT_AC:Q16718	UNIPROT_AC:B4URF7	0.05
UNIPROT_AC:P46934	UNIPROT_AC:P69721	0.0325
UNIPROT_AC:Q15052	UNIPROT_AC:Q90VU7	0.075
UNIPROT_AC:O00258	UNIPROT_AC:P03430	0.025
UNIPROT_AC:Q99719	UNIPROT_AC:P06429	0.075
UNIPROT_AC:Q6TKP8	UNIPROT_AC:Q7CFP2	0.01
UNIPROT_AC:Q9UNX9	UNIPROT_AC:Q1HVI8	0.04
UNIPROT_AC:P01826	UNIPROT_AC:P12612	0.05
UNIPROT_AC:P14373	UNIPROT_AC:Q1H8W6	0.1
UNIPROT_AC:Q8NC54	UNIPROT_AC:P13285	0.065
UNIPROT_AC:P17535	UNIPROT_AC:Q9DGW5	0.1575
UNIPROT_AC:L8E6Y2	UNIPROT_AC:P03468	0.0
UNIPROT_AC:O43791	UNIPROT_AC:Q05164	0.0375
UNIPROT_AC:Q8IWN6	UNIPROT_AC:P90495	0.0
UNIPROT_AC:Q5TBA9	UNIPROT_AC:Q81S59	0.015
UNIPROT_AC:Q15942	UNIPROT_AC:Q6DP94	0.025
UNIPROT_AC:A0A0S2Z3F5	UNIPROT_AC:P38221	0.0
UNIPROT_AC:Q9WUE4	UNIPROT_AC:P04591	0.03
UNIPROT_AC:A0A024R7M0	UNIPROT_AC:P15682	0.02
UNIPROT_AC:B1PWD3	UNIPROT_AC:P32502	0.035
UNIPROT_AC:Q13148	UNIPROT_AC:P53297	0.11
UNIPROT_AC:O14933	UNIPROT_AC:P39940	0.15
UNIPROT_AC:P24557	UNIPROT_AC:P0CK49	0.02
UNIPROT_AC:Q5T753	UNIPROT_AC:P03495	0.045
UNIPROT_AC:H3BM47	UNIPROT_AC:Q81XC3	0.03
UNIPROT_AC:Q9P1E5	UNIPROT_AC:P15682	0.0
UNIPROT_AC:H3BRR1	UNIPROT_AC:Q9E7P0	0.17
UNIPROT_AC:Q16740	UNIPROT_AC:P69722	0.025
UNIPROT_AC:Q9UBW7	UNIPROT_AC:Q2PJP0	0.07
UNIPROT_AC:Q9ULV3	UNIPROT_AC:P06428	0.095
UNIPROT_AC:P16070	UNIPROT_AC:P0C6Z1	0.06
UNIPROT_AC:O60684	UNIPROT_AC:Q1HVF7	0.05
UNIPROT_AC:Q9P2Z8	UNIPROT_AC:Q5NGB9	0.0
UNIPROT_AC:Q920P3	UNIPROT_AC:Q8AZK7	0.0525
UNIPROT_AC:P78424	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q2KJ69	UNIPROT_AC:P28743	0.05
UNIPROT_AC:Q6ZN16	UNIPROT_AC:P05777	0.04
UNIPROT_AC:D6RDY9	UNIPROT_AC:Q7CGI0	0.01
UNIPROT_AC:Q9BWV2	UNIPROT_AC:P15659	0.045
UNIPROT_AC:Q8IWA6	UNIPROT_AC:B4URE8	0.015
UNIPROT_AC:Q13287	UNIPROT_AC:P24830	0.075
UNIPROT_AC:O60548	UNIPROT_AC:P04620	0.11
UNIPROT_AC:P50914	UNIPROT_AC:P03454	0.0725
UNIPROT_AC:P32322	UNIPROT_AC:P69722	0.025
UNIPROT_AC:C9JWH2	UNIPROT_AC:Q5NHY6	0.0
UNIPROT_AC:Q9NTX7	UNIPROT_AC:Q8V2D1	0.02
UNIPROT_AC:Q8K1T4	UNIPROT_AC:P28967	0.02
UNIPROT_AC:P37837	UNIPROT_AC:P36817	0.055
UNIPROT_AC:P35268	UNIPROT_AC:P05777	0.055
UNIPROT_AC:Q12981	UNIPROT_AC:P04492	0.0525
UNIPROT_AC:Q6EEV4	UNIPROT_AC:H9XIJ5	0.0
UNIPROT_AC:Q9R0W2	UNIPROT_AC:P03070	0.03
UNIPROT_AC:Q86XJ0	UNIPROT_AC:P06428	0.03
UNIPROT_AC:P46781	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q9UHA2	UNIPROT_AC:P06429	0.0
UNIPROT_AC:Q9UGV2	UNIPROT_AC:B9UPF3	0.01
UNIPROT_AC:Q8IYF3-3	UNIPROT_AC:P32902	0.11
UNIPROT_AC:P02545	UNIPROT_AC:P03129	0.0875
UNIPROT_AC:Q13439	UNIPROT_AC:E9EDS7	0.0525
UNIPROT_AC:Q13492	UNIPROT_AC:Q5NGU1	0.065
UNIPROT_AC:A2A3K4	UNIPROT_AC:P06932	0.0375
UNIPROT_AC:P41091	UNIPROT_AC:P05777	0.04
UNIPROT_AC:Q9UBN6	UNIPROT_AC:Q3KSU7	0.025
UNIPROT_AC:Q96NJ1	UNIPROT_AC:P03454	0.0
UNIPROT_AC:P68400	UNIPROT_AC:P35180	0.0575
UNIPROT_AC:Q9NZL4	UNIPROT_AC:P03070	0.11
UNIPROT_AC:Q92597	UNIPROT_AC:P06929	0.04
UNIPROT_AC:A0A059QVB4	UNIPROT_AC:P15682	0.03
UNIPROT_AC:H3BP57	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q9H1C4	UNIPROT_AC:P0C737	0.11
UNIPROT_AC:Q6AZY7	UNIPROT_AC:Q3KSQ2	0.025
UNIPROT_AC:O75521	UNIPROT_AC:Q5NG84	0.035
UNIPROT_AC:O95568	UNIPROT_AC:P04585	0.12
UNIPROT_AC:Q8K1X1	UNIPROT_AC:P03129	0.01
UNIPROT_AC:Q2M389	UNIPROT_AC:Q81JL0	0.02
UNIPROT_AC:P46939	UNIPROT_AC:Q7CJK4	0.035
UNIPROT_AC:P51580	UNIPROT_AC:P12504	0.025
UNIPROT_AC:Q66K74	UNIPROT_AC:P36780	0.045
UNIPROT_AC:Q86VI3	UNIPROT_AC:P05777	0.055
UNIPROT_AC:Q9Y6K1	UNIPROT_AC:Q81U73	0.01
UNIPROT_AC:Q96QJ4	UNIPROT_AC:Q8ZGW7	0.0325
UNIPROT_AC:Q8IZ20	UNIPROT_AC:P0CK48	0.01
UNIPROT_AC:P42680	UNIPROT_AC:Q9WNA9	0.05
UNIPROT_AC:P46934	UNIPROT_AC:P13285	0.075
UNIPROT_AC:P17538	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q8IZ41	UNIPROT_AC:P36827	0.11
UNIPROT_AC:P62424	UNIPROT_AC:P05777	0.0575
UNIPROT_AC:Q9Y5P8-2	UNIPROT_AC:Q02256	0.205
UNIPROT_AC:D2KF13	UNIPROT_AC:Q74R28	0.0325
UNIPROT_AC:P81877	UNIPROT_AC:Q9WH76	0.03
UNIPROT_AC:P26373	UNIPROT_AC:Q89268	0.05
UNIPROT_AC:Q9BRH9	UNIPROT_AC:B4URF7	0.1
UNIPROT_AC:Q92982	UNIPROT_AC:Q5NEP4	0.055
UNIPROT_AC:P04843	UNIPROT_AC:P03454	0.0575
UNIPROT_AC:Q8N163	UNIPROT_AC:Q81RJ2	0.01
UNIPROT_AC:Q6UVK1	UNIPROT_AC:P03182	0.06
UNIPROT_AC:P82930	UNIPROT_AC:B4URF1	0.0325
UNIPROT_AC:O95373	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q9CWM2	UNIPROT_AC:P27958	0.01
UNIPROT_AC:P09671	UNIPROT_AC:P03129	0.165
UNIPROT_AC:Q93008	UNIPROT_AC:P03427	0.095
UNIPROT_AC:Q8VCI7	UNIPROT_AC:P03126	0.18
UNIPROT_AC:P29966	UNIPROT_AC:Q8AZK7	0.04
UNIPROT_AC:Q6RBZ9	UNIPROT_AC:P25146	0.02
UNIPROT_AC:Q9ULE6	UNIPROT_AC:P06427	0.04
UNIPROT_AC:Q86VY9	UNIPROT_AC:P04544	0.01
UNIPROT_AC:P60008	UNIPROT_AC:P0C739	0.05
UNIPROT_AC:Q96SI9	UNIPROT_AC:Q1I2B3	0.0575
UNIPROT_AC:P18054	UNIPROT_AC:P06428	0.1
UNIPROT_AC:Q9BRK4	UNIPROT_AC:P03225	0.01
UNIPROT_AC:Q569H8	UNIPROT_AC:P25619	0.05
UNIPROT_AC:Q9HBX9	UNIPROT_AC:P04620	0.035
UNIPROT_AC:O43281-2	UNIPROT_AC:P32463	0.04
UNIPROT_AC:Q9BQ70	UNIPROT_AC:B4URF7	0.1525
UNIPROT_AC:B8ZZP2	UNIPROT_AC:O56264	0.03
UNIPROT_AC:B5LZ21	UNIPROT_AC:P41909	0.035
UNIPROT_AC:Q70UQ0	UNIPROT_AC:P0C6Z1	0.045
UNIPROT_AC:Q96RD1	UNIPROT_AC:P03431	0.03
UNIPROT_AC:A0A059RSZ2	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q96DL1	UNIPROT_AC:P04620	0.01
UNIPROT_AC:O00264	UNIPROT_AC:P0CK50	0.02
UNIPROT_AC:Q15459	UNIPROT_AC:Q07350	0.395
UNIPROT_AC:P04632	UNIPROT_AC:Q8CWG5	0.05
UNIPROT_AC:B7Z7N3	UNIPROT_AC:Q81X77	0.0375
UNIPROT_AC:O95777	UNIPROT_AC:Q7CH18	0.0875
UNIPROT_AC:J3QT67	UNIPROT_AC:Q87644	0.01
UNIPROT_AC:C9IZ34	UNIPROT_AC:P20053	0.0
UNIPROT_AC:F8WEY5	UNIPROT_AC:P39682	0.04
UNIPROT_AC:Q9NZL4	UNIPROT_AC:P09435	0.03
UNIPROT_AC:P17844	UNIPROT_AC:P15682	0.03
UNIPROT_AC:B7Z8R0	UNIPROT_AC:P15682	0.045
UNIPROT_AC:Q9H0Y0	UNIPROT_AC:P06427	0.0625
UNIPROT_AC:P19838	UNIPROT_AC:Q7CHC8	0.03
UNIPROT_AC:O60831	UNIPROT_AC:P15659	0.025
UNIPROT_AC:Q96HP0	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:P41439	UNIPROT_AC:P06788	0.025
UNIPROT_AC:P63279	UNIPROT_AC:P03230	0.18
UNIPROT_AC:Q17RS7	UNIPROT_AC:P59635	0.02
UNIPROT_AC:P62820	UNIPROT_AC:Q7DB50	0.12
UNIPROT_AC:Q6ZRI6	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:O43765	UNIPROT_AC:P47094	0.0275
UNIPROT_AC:P07339	UNIPROT_AC:P03470	0.075
UNIPROT_AC:Q5HZI2	UNIPROT_AC:P03126	0.025
UNIPROT_AC:P62280	UNIPROT_AC:P03427	0.0425
UNIPROT_AC:Q9UQ35	UNIPROT_AC:Q8CL86	0.0225
UNIPROT_AC:Q92851	UNIPROT_AC:P38182	0.0525
UNIPROT_AC:Q86VZ5	UNIPROT_AC:P10233	0.025
UNIPROT_AC:Q8NF50	UNIPROT_AC:Q20MC6	0.06
UNIPROT_AC:Q68DC2	UNIPROT_AC:A8E1C4	0.01
UNIPROT_AC:W6JIB0	UNIPROT_AC:Q7CJT3	0.0225
UNIPROT_AC:P62993	UNIPROT_AC:F5HDD0	0.01
UNIPROT_AC:C9JWJ3	UNIPROT_AC:O56264	0.045
UNIPROT_AC:Q8NH51	UNIPROT_AC:P03430	0.03
UNIPROT_AC:Q9NPJ6	UNIPROT_AC:P32502	0.095
UNIPROT_AC:P62805	UNIPROT_AC:P04620	0.045
UNIPROT_AC:Q9Y3U8	UNIPROT_AC:P15659	0.045
UNIPROT_AC:P62081	UNIPROT_AC:P03430	0.04
UNIPROT_AC:Q9UMX0	UNIPROT_AC:D7GMA9	0.0275
UNIPROT_AC:O95631	UNIPROT_AC:P03454	0.045
UNIPROT_AC:Q8IZS8	UNIPROT_AC:P03430	0.03
UNIPROT_AC:Q8NEF9	UNIPROT_AC:F5HE12	0.02
UNIPROT_AC:D3DND7	UNIPROT_AC:P38766	0.0
UNIPROT_AC:P30050	UNIPROT_AC:P15659	0.045
UNIPROT_AC:Q6NYC8	UNIPROT_AC:P06428	0.035
UNIPROT_AC:Q13887	UNIPROT_AC:P36801	0.1275
UNIPROT_AC:Q9BQK8	UNIPROT_AC:Q2HRB6	0.1275
UNIPROT_AC:P62847	UNIPROT_AC:P05780	0.06
UNIPROT_AC:Q06587	UNIPROT_AC:P06932	0.065
UNIPROT_AC:A4GWZ1	UNIPROT_AC:P36799	0.045
UNIPROT_AC:F6VXT0	UNIPROT_AC:Q01939	0.0
UNIPROT_AC:Q93062-3	UNIPROT_AC:P38340	0.06
UNIPROT_AC:Q9BD34	UNIPROT_AC:P25293	0.03
UNIPROT_AC:Q92959	UNIPROT_AC:P15659	0.03
UNIPROT_AC:H3BQY7	UNIPROT_AC:Q7CHE5	0.0
UNIPROT_AC:P41252	UNIPROT_AC:Q1HVI8	0.07
UNIPROT_AC:B0QZK9	UNIPROT_AC:Q81LD0	0.0525
UNIPROT_AC:P63279	UNIPROT_AC:P38319	0.09
UNIPROT_AC:Q9BV00	UNIPROT_AC:P03120	0.075
UNIPROT_AC:Q15025	UNIPROT_AC:Q9E7P0	0.12
UNIPROT_AC:Q9BSY4	UNIPROT_AC:Q2PJP1	0.025
UNIPROT_AC:Q2M2E3	UNIPROT_AC:Q1HVI8	0.0325
UNIPROT_AC:B3KTW4	UNIPROT_AC:P19358	0.0
UNIPROT_AC:O75592	UNIPROT_AC:Q81Z98	0.045
UNIPROT_AC:A0A0A7C615	UNIPROT_AC:Q7CG16	0.015
UNIPROT_AC:Q9NZ38	UNIPROT_AC:P05777	0.0
UNIPROT_AC:P18065	UNIPROT_AC:Q8D090	0.03
UNIPROT_AC:B4DVW1	UNIPROT_AC:P15682	0.0
UNIPROT_AC:Q96PB7	UNIPROT_AC:B4URE8	0.025
UNIPROT_AC:O95452	UNIPROT_AC:P06428	0.025
UNIPROT_AC:Q96KB5	UNIPROT_AC:P06429	0.1025
UNIPROT_AC:P61923	UNIPROT_AC:P15917	0.06
UNIPROT_AC:Q9LXX5	UNIPROT_AC:P52231	0.06
UNIPROT_AC:Q9H0E9	UNIPROT_AC:P05777	0.045
UNIPROT_AC:O43809	UNIPROT_AC:Q6SWA4	0.04
UNIPROT_AC:Q9NVX7	UNIPROT_AC:P03129	0.0
UNIPROT_AC:O14654	UNIPROT_AC:P04413	0.04
UNIPROT_AC:Q9HC80	UNIPROT_AC:P07143	0.0325
UNIPROT_AC:Q9Y6J9	UNIPROT_AC:P04020	0.09
UNIPROT_AC:P42677	UNIPROT_AC:P06788	0.06
UNIPROT_AC:Q9Y2X8	UNIPROT_AC:B9UPF3	0.0
UNIPROT_AC:Q9HAN9	UNIPROT_AC:Q02821	0.06
UNIPROT_AC:P14373	UNIPROT_AC:P0C763	0.01
UNIPROT_AC:O95476	UNIPROT_AC:Q9WH76	0.045
UNIPROT_AC:Q7Z787	UNIPROT_AC:Q04712	0.01
UNIPROT_AC:A0A023QRE4	UNIPROT_AC:Q5NHD1	0.1775
UNIPROT_AC:P30419	UNIPROT_AC:P04591	0.0525
UNIPROT_AC:O15160	UNIPROT_AC:P06429	0.09
UNIPROT_AC:P06239	UNIPROT_AC:Q90VU7	0.185
UNIPROT_AC:P21675-2	UNIPROT_AC:P03120	0.145
UNIPROT_AC:Q6P280	UNIPROT_AC:P05777	0.045
UNIPROT_AC:O14735	UNIPROT_AC:P06427	0.045
UNIPROT_AC:P09496	UNIPROT_AC:Q7CKZ7	0.0925
UNIPROT_AC:S4TZK4	UNIPROT_AC:P53286	0.0375
UNIPROT_AC:Q8CGY6	UNIPROT_AC:P06463	0.045
UNIPROT_AC:A6NGU5	UNIPROT_AC:Q9WH13	0.02
UNIPROT_AC:P54687	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q9H0D6	UNIPROT_AC:P03427	0.13
UNIPROT_AC:B9TX65	UNIPROT_AC:Q9ZC63	0.0
UNIPROT_AC:P48542	UNIPROT_AC:Q8AZK7	0.045
UNIPROT_AC:Q4ZG55	UNIPROT_AC:P06430	0.01
UNIPROT_AC:Q9D3V5	UNIPROT_AC:P04591	0.0425
UNIPROT_AC:O60422	UNIPROT_AC:Q20MC6	0.1025
UNIPROT_AC:Q16186	UNIPROT_AC:B4URF7	0.0575
UNIPROT_AC:Q92466	UNIPROT_AC:Q77YF9	0.05
UNIPROT_AC:Q9WVS8	UNIPROT_AC:Q8AZK7	0.085
